SMILES,log2CL,log2CL_pred,Name,CAS #,human VDss (L/kg),human CL (mL/min/kg),"fraction unbound 
in plasma (fu)",MRT (h),terminal  t1/2 (h),Reference,Comments ,Notes,Year of first disclosure,MW,HBA,HBD,TPSA_NO,RotBondCount,moka_ionState7.4,MoKa.LogP,MoKa.LogD7.4
CN1C(=O)N(C)c2[nH]cnc2C1=O,-0.2175914350726268,2.138231,Theophylline,58-55-9,0.51,0.86,0.61,9.9,7.2,"Kraan J, Borgstrom L, Koeter GH, Laseur M, Jonkman JHG, and deNoord OE (1988) Creation of four consecutive intantaneous steady-state plasma concentration plateaus of theophylline and enprofylline by repeated infusions with expoonentially decreasing delivery rates. Eur. J. Clin. Pharmacol. 35: 657-661.  Lee KJ, Mower R, Hollenbeck T, Castelo J, Johnson N, Gordon P, Sinko PJ, Holme K, and Lee YH (2003) Modulation of nonspecific binding in ultrafiltration protein binding studies.  Pharm. Res.  20: 1015-1021.  Lombardi TP, Bertino JS, Goldberg A, Middleton E, and Slaughter RL (1987) The effects of a beta-2 selective adrenergic agonist and a beta-nonselective antagonist on theophylline clearance.    J. Clin. Pharmacol. 27: 523-529.",,,1946,180.16,6,1,69.3,0,neutral,-0.22,-0.22
CN1C(=O)N(C)c2ncn(C)c2C1=O,0.4854268271702416,1.8475235,Caffeine,58-08-2,0.63,1.4,0.64,7.5,4.9,Blanchard J and Sawers SJA (1983) Comparative pharmacokinetics of caffeine in young and elderly men.  J. Pharmacokinet. Biopharm. 11: 109-126.,VDss was calculated from C vs t data obtained by digitization of the plot included in the reference.  ,,1968,194.19,6,0,58.4,0,neutral,0.078,0.078
CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,5.285402218862249,2.068738,Pentoxifylline,6493-05-6,1.8,39.0,0.51,0.77,1.2,"Beermann B, Ings R, Mansby J, Chamberlain J, and McDonald A (1985) Kinetics of intravenous and oral pentoxifylline in healthy subjects.  Clin. Pharmacol. Ther. 37: 25-28.  Rames A, Poirier JM, LeCoz F, Midavaine M, Lecocq B, Grange JD, Poupon R, Cheymol G, and Jaillon P (1990) Pharmacokinetics of intravenous and oral pentoxifylline in healthy volunteers and in cirrhotic patients.  Clin. Pharmacol. Ther. 47: 354-359.   fu from Lombardo et al J. Clin. Pharmacol. 2013, 53(2), 167-177 and 178-191",Calculated VDss from C vs t data obtained by digitization of plots included in the references. ,,1959,278.31,7,0,75.5,5,neutral,0.65,0.65
CN1C2CCC1CC(=C3c4ccccc4CSc5c3cccc5)C2,2.316145742293356,4.4003267,Tropatepine,27574-24-9,11.85,4.98,,39.5,29.8,"Bun, H.; Monjanel-Mouterde, S.; Audebert, C.; Du Laurier, M. Vincent; Durand, A.; Cano, J. P. Pharmacokinetics of tropatepine in healthy volunteers. Clinical Drug Investigation, 1997, 14, 53-60.",Data digiztized from plot. 20 mg and N=8. 71.6 kg average weight. Reported AUC 1135 ug.h/L. Clearance 19 L/h. AUCinf 931 ug.h/L (extrapolation 16% due to high t1/2). Clearance calculated as 21.4 L/h (13% difference from reported).,,1970,333.49,1,0,3.2,0,cationic,5.5,3.9
CN1C=CNC1=S,1.8875252707415875,3.137025,Methimazole,60-56-0,0.86,3.7,,3.8,2.4,Hengstmann JH and Hohn H (1985) Pharmacokinetics of methimazole in humans.  Klin. Wochenschr. 63: 1212-1217.,,,1896,114.17,2,1,15.3,0,neutral,-0.12,-0.12
CN1CC(c2ccccc2)c3cccc(N)c3C1,4.459431618637297,2.8721576,Nomifensine,24526-64-5,6.0,22.0,0.4,4.5,6.5,"Lindberg RLP, Syvalahti EKG, and Pihlajamaki KK (1986) Disposition of nomifensine after acute and prolonged dosing.  Clin. Pharmacol. Ther. 39: 384-388.  Heptner W, Hornke I, Cavagna F, Fehlhaber HW, Rupp W, and Neubauer HP (1978) Metabolism of nomifensine in man and animal species.  Arz. Forsch. 28: 58-64",VDss calculated from data obtained by digitization of a plot in the reference. ,,1969,238.33,2,1,29.3,1,cationic,2.3,0.87
CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,2.608809242675524,0.6777656,Flavopiridol,146426-40-6,1.5,6.1,0.06,4.0,5.2,"Zhai S Sausville EA, Senderowicz AM, Ando Y, Headlee D, Messmann RA, Arbuck S, Murgo AJ, Melillo G, Fuse E, and Figg WD (2003) Clinical pharmacology and pharmacogenetics of flavopiridol 1-h i.v. infusion in patients with refractory neoplasms.  Anti-Cancer Drugs. 14: 125-135.  Rudek MA, Bauer KS, Lush RM, Stinson SF,  Senderowicz AM, Headlee DJ, Arbuck SG,  Cox MC, Murgo AJ, Sausville EA, and Figg WD (2003) Clinical pharmacology of flavopiridol following a 72-hour continuous infusion.  Ann. Pharmacother. 37: 1369-1374. ",,,1961,401.84,6,3,90.2,2,zwitterionic,3.6,2.4
CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,2.0738202332916718,4.073283,Dihydrocodeine,125-28-0,1.07,4.21,,4.08,3.42,"F. J. Rowell, R. A. Seymour, and M. D. Rawlins. Pharmacokinetics of Intravenous and Oral Dihydrocodeine and its Acid Metabolites. Eur J Clin Pharmacol 1983, 25, 419-424.","Values calculated from A,B, alpha and beta constants reported for N=7 volunteers, 30 mg dose, average weight 70 kg. VDss calculated via V1 and k12,k21 as wellas MRT and clearance obtained via macroconstants. ",,1912,301.38,4,1,41.9,1,cationic,2.0,0.29
CN1CCc2cc3c(c(c2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC)OC)OCO3,4.07724299893246,2.570275,Noscapine,128-62-1,2.3,16.88,,2.28,2.13,"B. Dahlström, T. Mellstrand , C.-G.  Löfdahl and M. Johansson. Pharmakokinetic Properties of Noscapine. Eur. J. Clin. Pharmacol. 1982, 22, 535-539.","(-)-Narcotine. N=5, 70 kg average weight reported, 66 mg dose. Data digitized from plot reported. AUCinf 18% higher than reported with AUC0-t calculated almost identical to reported. Data treated as bolus as no sampling during infusion was taken. Structure entered as lactone.",,1891,413.42,8,0,75.7,4,neutral,2.5,2.4
CN1N(C(=O)C=C1C)c2ccccc2,-0.6438561897747246,2.427027,Antipyrine,60-80-0,0.77,0.64,0.93,20.0,12.0,"Andreasen PB and Vesell ES (1974) Comparison of plasma levels of antipyrine, tolbutamide, and warfarin after oral and intravenous administration.  Clin. Pharmacol. Ther. 16: 1059-1065.  Danhof M, vanZuilen A, Boeijinga JK, and Breimer DD (1982) Studies of the different metabolic pathways of antipyrine in man.  Eur. J. Clin. Pharmacol.  21: 433-441.  Lee KJ, Mower R, Hollenbeck T, Castelo J, Johnson N, Gordon P, Sinko PJ, Holme K, and Lee YH (2003)  Modulation of nonspecific binding in ultrafiltration protein binding studies.  Pharm. Res. 20: 1015-1021.",Danhof reference not included for VDss (would require digitization); Andreason reference used a one-compartment model so VDc = VDss.,,1890,188.23,3,0,23.5,1,neutral,0.19,0.19
CN1[C@@H](CCC1=O)c2cccnc2,-0.1681227588083269,2.4996786,Cotinine,486-56-6,1.1,0.89,,21.0,17.0,"Scherer G, Jarczyk L, Heller WD, Biber A, Neurath GB, and Adlkofer F (1988) Pharmacokinetics of nicotine, cotinine, and 3'-hydroxycotinine in cigarette smokers.  Klin. Wochenschr. 66(Supp 11): 5-11.  Curvall M, Elwin CE, Kazemi-Vala E, Warholm C, and Enzell CR (1990) The pharmacokinetics of cotinine in plasma and saliva from non-smoking healthy volunteers.  Eur. J. Clin. Pharmacol. 38: 281-287. ",VDss calculated from C vs t data obtained by digitization of the plots provided in the references.,,1956,176.22,3,0,33.2,1,neutral,-0.33,-0.33
CN1[C@@H](C[C@@H](O)C1=O)c2cccnc2,0.84799690655495,2.2414615,"Hydroxycotinine, 3'-",34834-67-8,0.85,1.8,,7.9,5.9,"Scherer G, Jarczyk L, Heller WD, Biber A, Neurath GB, and Adlkofer F (1988) Pharmacokinetics of nicotine, cotinine, and 3'-hydroxycotinine in cigarette smokers.  Klin. Wochenschr. 66(Supp 11): 5-11.",VDss calculated from C vs t data obtained by digitization of the plot provided in the reference.,,1960,192.21,4,1,53.4,1,anionic,-1.5,-2.0
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,2.925999418556223,3.9733543,Atropine,51-55-8,3.3,7.6,0.61,7.2,4.1,"Adams RG, Verma P, Jackson AJ, and Miller RL (1982) Plasma pharmacokinetics of intravenously administered atropine in normal human subjects.  J. Clin. Pharmacol. 22: 477-481.  Kurz H, Mauser-Ganshorn A, and Stickel HH (1977) Differences in the binding of drugs to plasma proteins from newborn and adult man. I. Eur. J. Clin. Pharmacol. 11: 463-467.",,,1878,289.37,4,1,49.8,5,cationic,2.2,0.6
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)c3c[nH]c4ccccc34,4.700439718141092,3.4257677,Tropisetron,89565-68-4,9.7,26.0,,6.3,5.6,"Kees F, Farber L, Bucher M, Mair G, Morike K, and Grobecker H (2001) Pharmacokinetics of therapeutic doses of tropisetron in healthy volunteers.    Br. J. Clin. Pharmacol. 52: 705-707.",,,1983,284.35,4,1,45.3,3,cationic,3.4,1.8
CNC(=O)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,1.263034405833794,-0.2890613,Iothalamic acid (Iothalamate),2276-90-6,0.17,2.4,0.98,1.2,1.3,"Back SE, Krutzen E, and Nilsson-Ehle P (1988) Contrast media as markers for glomerular filtration: a pharmacokinetic comparison of four agents.  Scand. J. Clin. Lab Invest.  48: 247-253.  Bollerup AC, Hesse B, and Steiness E (1975) Renal handling of iodamide and diatrizoate.  Evidence of active tubular secretion of iodamide.  Eur. J. Clin. Pharmacol. 9: 63-67.",VDss calculated from C vs t data obtained by digitization of the plot provided in the reference.,,1964,613.91,6,3,95.5,3,anionic,1.4,-2.0
CNC1(CCCCC1=O)c2ccccc2Cl,4.247927513443585,2.58376,Ketamine,6740-88-1,2.9,19.0,0.47,2.5,2.8,"Geisslinger G, Hering W, Thomann P, Knoll R, Kamp HD, and Brune K (1993) Pharmacokinetics and pharmacodynamics of ketamine enantiomers in surgical patients using a stereoselective analytical method.  Br. J. Anaesth. 70: 666-671.  Pedraz JL, Lanao JM, Calvo MB, Muriel C, Hernandez-Arbeiza J, and Dominguez-Gil A (1987) Pharmacokinetic and clinical evaluation of ketamine administered by i.v. and epidural routes.  Int. J. Clin. Pharmacol. Ther. Toxicol. 25: 77-80.  Clements JA and Nimmo WS (1981) Pharmacokinetics and analgesic effect of ketamine in man.  Br. J. Anaesth. 53: 27-30.  Dayton PG, Stiller RL, Cook DR, and Perel JM (1983) The binding of ketamine to plasma proteins:  emphasis on human plasma.  Eur. J. Clin. Pharmacol. 24: 825-831.  Hijazi Y and Boulieu R (2002) Protein binding of ketamine and its active metabolites in human serum.  Eur. J. Clin. Pharmacol. 58: 37-40.",Racemate; data were combined.,,1963,237.73,2,1,29.1,2,cationic,2.6,2.2
CNC1=Nc2ccc(Cl)cc2C(=N(=O)C1)c3ccccc3,-1.434402824145775,1.4012959,Chlordiazepoxide,58-25-3,0.25,0.37,0.056,11.0,8.3,"Desmond PV, Patwardhan RV, Schenker S, and Hoyumpa AM (1980) Short-term ethanol administration impairs the elimination of chlordiazepoxide (Librium) in man.  Eur. J. Clin. Pharmacol. 18: 275-278.  Boxenbaum HG, Geitner KA, Dixon WR, Spiegel HE, Symington J, Christian R, Moore JD, Weissman L, and Kaplan SA (1977) Pharmacokinetic and biopharmaceutic profile of chlordiazepoxide HCl in healthy subjects: single-dose studies by the intravenous, intramuscular, and oral routes.  J. Pharmacokinet. Biopharm. 5: 3-23.  Desmond PV, Roberts, RK, Wood AJJ, Dunn GD, Wilkinson GR, Schenker S (1980) Effect of heparin administration on plasma binding of benzodiazepines.    Br. J. Clin. Pharmacol.  9: 171-175.  ",,,1955,299.75,4,1,53.1,2,neutral,1.4,1.4
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4.247927513443585,3.050969,Sumatriptan,103628-46-2,1.7,19.0,0.83,1.5,1.7,"Cosson VF, Fuseau E, Efthymiopoulos C, and Bye A (1997) Mixed effect modeling of sumatriptan pharmacokinetics during drug development.  I Interspecies allometric scaling.  J. Pharmacokinet. Biopharm. 25: 149-167.  Scott AK (1994) Sumatriptan clinical pharmacokinetics. Clin. Pharmacokinet. 27: 337-344.",,,1986,295.4,5,2,65.2,6,cationic,1.5,0.3
CN[C@@H](C)Cc1ccccc1,2.137503523749935,3.5851538,Methamphetamine,537-46-2,4.3,4.4,0.85,16.0,12.0,"Harris DS, Boxenbaum H, Everhart ET, Sequeira G, Mendelson JE, and Jones RT (2003) The bioavailability of intranasal and smoked methamphetamine.  Clin. Pharmacol. Ther. 74: 475-486.  Cook CE, Jeffcoat AR, Hill JM, Pugh DE,  Patetta PK, Sadler BM, White WR, and Perez-Reyes M (1993) Pharmacokinetics of methamphetamine self-administered to human subjects by smoking S-(+)-methamphetamine hydrochloride.  Drug Metab. Dispos. 21: 717-723.  Mendelson J, Jones RT, Upton R, and Jacob P (1995) Methamphetamine and ethanol interactions in humans.  Clin. Pharmacol. Ther. 57: 559-568.  De la Torre R, Farre M, Navarro M, Pacifici R, Zuccaro P, and Pichini S (2004) Clinical pharmacokinetics of amfetamine and related substances: monitoring in conventional and non-conventional matrices.  Clin. Pharmacokinet. 43: 157-185.",Values for individual stereoisomers were averaged.,,1919,149.23,1,1,12.0,3,cationic,2.1,-0.2
CN[C@@H]1C[C@H]2OC(C)([C@@H]1OC)n3c4ccccc4c5c6[C@@H](O)NC(=O)c6c7c8ccccc8n2c7c35,-8.0782590139205,1.0843313,"Hydroxystaurosporine, 7-",112953-11-4,0.15,0.0037,0.0022,680.0,790.0,"Fuse E, Tanii H, Kurata N, Kobayashi H, Shimada Y, Tamura T, Sasaki Y, Tanigawara Y, Lush RD, Headlee D, Figg WD, Arbuck SG, Senderowicz AM, Sausville EA, Akinaga S, Kuwabara T, and Kobayashi S (1998) Unpredicted clinical pharmacology of UCN-01 caused by specific binding to human alpha1-acid glycoprotein.  Canc. Res. 58: 3248-3253.  Dees EC, Baker SD, O'Reilly S, Rudek MA, Davidson SB, Aylesworth C, Elza-Brown K, Carducci MA, and Donehower RC (2005) A phase I and pharmacokinetic study of short infusions of UCN-01 in patients with refractory solid tumors.  Clin. Canc. Res.  11: 664-671.",UCN-01. Used data from 95 mg/m2 group.,,1987,482.53,8,3,89.7,2,cationic,2.5,-0.29
CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(=CC[C@H]3N)CN)[C@@H]2O)OC[C@]1(C)O,0.0,1.3452654,Sisomicin,32385-11-8,0.19,1.0,0.15,3.2,2.4,"Chung M, Schrogie JJ, and Symchowicz S (1981) Pharmacokinetic study of sisomicin in humans.  J. Pharmacokinet. Biopharm. 9: 535-551.  Lode H, Kemmerich B, and Koeppe P(1975)  Comparative clinical pharmacology of gentamicin, sisomicin, and tobramycin.  Antimic. Agents Chemother. 8: 396-401.  Pechere JC, Pechere MM, and Dugal R (1976) Clinical pharmacokinetics of sisomycin: two-compartment model analysis of serum data after I.V. and I.M. administration.  Eur. J. Clin. Pharmacol. 10: 251-256.  Ramirez-Ronda CH, Holmes RK, and Sanford JP (1975)  Effects of divalent cations on binding of aminoglycoside antibiotics to human serum proteins and to bacteria.  Antimic. Agents Chemother  7: 239-45. ",Siseptin. Rickamicin. Sch 13475,,1960,447.53,12,8,213.7,6,cationic,-4.5,-8.4
CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CC[C@H]3N)[C@@H](C)N)[C@@H]2O)OC[C@]1(C)O,0.0,1.3249867,Gentamicin,1403-66-3,0.33,1.0,1.0,5.5,4.7,"Bertino JS, Booker LA, Franck P, and Rybicki B (1991) Gentamicin pharmacokinetics in patients with malignancies.  Antimic. Agents Chemother.  35: 1501-1503.  Gordon RC, Regamey C, and Kirby WMM (1972) Serum protein binding of the aminoglycoside antibiotics.  Antimic. Agents Chemother. 2: 214-216.",,,1963,463.57,12,8,213.7,6,cationic,-4.1,-7.1
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,-0.014499569695115,1.2572277,Spectinomycin,1695-77-8,0.13,0.99,,2.2,1.8,"Wagner, JG, Novak, E, Leslie, LG, Metzler, CM (1968) Absorption, distribution and elimination of spectinomycin dihydrochloride in man.  Int. Zeit. Klin. Pharmakol. Ther. Toxikol. 1: 261-285. ",VDss calculated from C vs t data obtained by digitization of plots in the reference.,,1961,332.35,9,5,129.5,2,cationic,-2.9,-5.3
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O[C@H]6C[C@](C)(N)[C@@H](O)[C@H](C)O6)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9[C@H](NC7=O)C(=O)O)c3O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O[C@H]%11C[C@](C)(NCc%12ccc(cc%12)c%13ccc(Cl)cc%13)[C@@H](O)[C@H](C)O%11)c(Cl)c2,-3.8365012677171206,-0.45795834,Oritavancin,171099-57-3,0.3,0.07,0.13,67.2,96.2,"Gerald J. Fetterly, Christine M. Ong, Sujata M. Bhavnani,Jeffrey S. Loutit, Steven B. Porter, Lisa G. Morello, Paul G. Ambrose, and David P. Nicolau. Pharmacokinetics of Oritavancin in Plasma and Skin Blister Fluid following Administration of a 200-Milligram Dose for 3 Days or a Single 800-Milligram Dose. Antimicr. Agents Chemother. 2005, 49, 148-152.","Data digitized from plot (800 mg single dose) reported. N=8, 70 kg average weight assumed, AUC0-t calculated  essentially identical to reported value (2,284 ug.hr.mL-1 vs. 2,267 ug.hr.mL-1 , respectively). 90 minutes infusion.",,1995,1793.1,36,20,561.0,19,cationic,4.3,-0.82
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(Oc4cc5cc(Oc6ccc(cc6Cl)[C@@H](O)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]5NC(=O)[C@@H](NC2=O)c8cc(Oc9cc1ccc9O)cc(O)c8Cl)c%10ccc(O)c(c%10)c%11c(O[C@H]%12O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]%12O)cc(O)cc%11[C@H](NC7=O)C(=O)NCCCN(C)C)c4O[C@@H]%13O[C@@H]([C@@H](O)[C@H](O)[C@H]%13NC(=O)CCCCCCCCC(C)C)C(=O)O)cc3,-6.643856189774724,-1.2598258,Dalbavancin,171500-79-1,0.14,0.01,0.02,230.0,170.0,"Leighton A, Gottlieb AB, Dorr MB, Jabes D, Mosconi G, VanSaders C, Mroszczak EJ, Campbell KCM, and Kelly E (2004) Tolerability, pharmacokinetics, and serum bactericidal activity of intravenous dalbavancin in healthy volunteers.  Antimic. Agents Chemother. 48: 940-945.   Jabés D, Candiani G, Romanó G, Brunati C, Riva S, and Cavaleri M (2004) Efficacy of Dalbavancin against Methicillin-Resistant Staphylococcus aureus in the Rat Granuloma Pouch Infection Model.  Antimicrob. Agents Chemother. 48: 1118-1123.",,,1995,1816.69,38,21,572.5,22,zwitterionic,4.3,0.73
CN[C@H]1CN(C[C@@H]1OC)c2ccc3c(=O)c(cn(c3n2)c4nccs4)C(=O)O,-0.3400754415976217,0.8108387,Vosaroxin,175414-77-4,1.46,0.79,,30.6,25.5,"C.M. Nijenhuis, L. Lucas, H. Rosing, A.D.R. Huitema, M. Mergui-Roelvink, G. C. Jamieson., J.A. Fox, D.R. Mould, J.H.M. Schellens, J.H. Beijnen. Metabolismand disposition of the anticancer quinolone derivative vosaroxin, a novel inhibitor of topoisomerase II. Invest. New Drugs. DOI 10.1007/s10637-017-0428-1.","AG 7352. Voreloxin. SNS 595. N=6, 1.92 m2/73.6 kg as reported by authors using median weight and BSA. This is the factor that was used in the calculations. Dose 60 mg/m2.",,1995,401.44,9,2,109.6,5,zwitterionic,1.1,-0.23
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O,-0.3584539709124763,1.4226341,Streptomycin,57-92-1,0.34,0.78,0.65,7.3,4.3,"Zhu M, Burman WJ, Jaresko GS, Berning SE, Jeliffe RW, and Peloquin CA (2001) Population pharmacokinetics of intravenous and intramuscular streptomycin in patients with tuberculosis.  Pharmacother. 21: 1037-1045.  Gordon RC, Regamey C, and Kirby WMM (1972) Serum protein binding of the aminoglycoside antibiotics.  Antimic. Agents Chemother. 2: 214-216.",,Seemingly biliary but not clear from EMA package.,1964,581.57,19,14,331.4,11,cationic,-7.8,-9.0
CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F,2.84799690655495,1.0078421,Gemifloxacin ,175463-14-6,3.52,7.2,0.3,8.1,8.3,"PP. Gemifloxacin Mesylate - FDA Approval Package
Microbiology Review 021158/S-000 Part 07. Table 8.","N=23, 250 mg dose, 70 kg assumed. MRT from VDss and Cl.  ppb from label.",,1995,389.38,9,2,123.0,5,zwitterionic,1.7,-0.26
COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,4.700439718141092,2.3249779,Isradipine,75695-93-1,1.5,26.0,0.04,1.0,3.3,"Christensen HR, Antonsen K, Simonsen K, Lindekar A, Bonde J, Angelo HR, and Kampmann JP (2000) Bioavailability and pharmacokinetics of isradipine after oral and intravenous administration: half-life shorter than expected?  Pharmacol. Toxicol. 86: 178-182.  Kirsten R, Nelson K, Kirsten D, and Heintz B (1988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482.  ",VDss was calculated from C vs t data obtained by digitization of the plot provided in the reference.,,1980,371.39,8,1,103.8,6,neutral,3.0,3.0
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C,3.906890595608519,2.684902,Nisoldipine,63675-72-9,5.5,15.0,0.003,6.5,11.0,"van Harten J, van Brummelen P, Lodewijks MTM, Danhof M, Breimer DD (1988) Pharmacokinetics and hemodynamic effects of nisoldipine and its interaction with cimetidine.  Clin. Pharmacol. Ther. 43: 332-341.  van Harten J, van Brummelen P, Wilson JHP, Lodewijks MTM, and Breimer DD (1988) Nisoldipine: kinetics and effects on blood pressure and heart rate in patients with liver cirrhosis after intravenous and oral administration.  Eur. J. Clin. Pharmacol. 34: 387-394.  ",,,1977,388.41,8,1,110.4,8,neutral,3.7,3.7
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,8.179909090014934,3.5528414,Esmolol,81147-92-4,1.2,290.0,0.59,0.07,0.15,"Sum CY, Yacobi A, Kartzinel R, Stampfli H, Davis CS, and Lai CM (1983) Kinetics of esmolol, an ultra-short-acting beta blocker, and of its major metabolite. Clin. Pharmacol. Ther. 34: 427-434.  Okamura M, Kumagai M, Murasaki Y, Ohkura T, Miyamoto Y, Kawai Y, Tamura T, Takariki Y, and Tomisawa H (2001) Stereoselective pharmacokinetics of esmolol enantiomers.  Yakubutsu Dotai 16: 427-435.",,,1981,295.37,5,2,67.8,10,cationic,2.0,0.18
COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3,3.906890595608519,1.9508464,Mebendazole,31431-39-7,1.2,15.0,0.0859999999999999,1.3,1.1,"Dawson M, Braithwaite PA, Roberts MS, Watson TR (1985) The pharmacokinetics and bioavailability of a tracer dose of [3H]-mebendazole in man.  Br. J. Clin. Pharmacol. 19: 79-86.",,,1946,295.29,6,2,84.1,4,neutral,3.0,-0.42
COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)C)C3=O)C5(C)C)C,3.104336659814736,1.3989147,"Desacetylpaclitaxel, 4-; 4-methyl carbonate",172481-83-3,6.9,8.6,,13.0,31.0,"du Bois A, Jung B, Loehr A, Schaller-Kranz T, Cohen M, Frickhofen N (2006) A phase I and pharmacokinetic study of novel taxane BMS-188797 and cisplatin in patients with advanced solid tumours.  Br. J. Cancer. 94: 79-84.", BMS-188797,,1995,869.91,16,4,230.5,15,neutral,2.3,2.3
COC(=O)[C@H](c1ccccc1Cl)N2CCc3c(ccs3)C2,4.563768278452033,2.4975576,Clopidogrel,113665-84-2,2.01,23.65,0.02,1.42,5.06,"Daniel J Cushing, Paul F Souney, Warren D Cooper Gerald L Mosher,Michael P Adams, Stephen Machatha, Bing Zhang and Peter R Kowey. Pharmacokinetics and platelet aggregation inhibitory effects of a novel intravenous formulation of clopidogrel in humans. Clin. Exp. Pharmacol. Physiol. 2012 39, 3–8.//ppb: https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020839s044lbl.pdf. Accessed May 8 2017.","Data digitized from plot reported. N=24, 300 mg dose, highly linear pharmacokinetics (AUC) from 0.1 to 300 mg. Average weight 75.6 kg.",,1988,321.82,3,0,29.5,4,neutral,3.3,3.3
